"reporting_year","station_eu_code","date","C6H6"
2020,"IT1996A",2020-04-03,1.6406
2020,"IT1996A",2020-04-04,1.769
2020,"IT1996A",2020-04-05,1.5317
2020,"IT1996A",2020-04-06,1.6549
2020,"IT1996A",2020-04-07,1.4087
2020,"IT1996A",2020-04-08,1.6015
2020,"IT1996A",2020-04-09,1.5247
2020,"IT1996A",2020-04-10,1.5832
2020,"IT1996A",2020-04-11,1.4861
2020,"IT1996A",2020-04-12,0.9945
2020,"IT1996A",2020-04-13,0.709
2020,"IT1996A",2020-04-14,1.0875
2020,"IT1996A",2020-04-16,0.5433
2020,"IT1996A",2020-04-17,0.7888
2020,"IT1996A",2020-04-18,1.1984
2020,"IT1996A",2020-04-19,0.907
2020,"IT1996A",2020-04-20,0.5465
2020,"IT1996A",2020-04-21,0.7135
2020,"IT1996A",2020-04-22,0.8046
2020,"IT1996A",2020-04-23,0.8049
2020,"IT1996A",2020-04-24,0.8816
2020,"IT1996A",2020-04-25,0.6289
2020,"IT1996A",2020-04-26,0.6317
2020,"IT1996A",2020-04-27,0.5001
2020,"IT1996A",2020-04-28,0.3528
2020,"IT1996A",2020-04-29,0.3153
2020,"IT1996A",2020-04-30,0.2536
2020,"IT1996A",2020-05-01,0.259
2020,"IT1996A",2020-05-02,0.1964
2020,"IT1996A",2020-05-03,0.2554
2020,"IT1996A",2020-05-04,0.3752
2020,"IT1996A",2020-05-05,0.7424
2020,"IT1996A",2020-05-06,0.4277
2020,"IT1996A",2020-05-07,0.466
2020,"IT1996A",2020-05-08,0.4939
2020,"IT1996A",2020-05-09,0.4907
2020,"IT1996A",2020-05-10,0.6013
2020,"IT1996A",2020-05-11,0.1898
2020,"IT1996A",2020-05-12,0.2946
2020,"IT1996A",2020-05-13,0.3055
2020,"IT1996A",2020-05-14,0.2951
2020,"IT1996A",2020-05-15,0.2655
2020,"IT1996A",2020-05-16,0.2812
2020,"IT1996A",2020-05-17,0.4244
2020,"IT1996A",2020-05-18,0.4492
2020,"IT1996A",2020-05-19,0.4095
2020,"IT1996A",2020-05-20,0.3517
2020,"IT1996A",2020-05-21,0.3651
2020,"IT1996A",2020-05-22,0.4362
2020,"IT1996A",2020-05-23,0.277
2020,"IT1996A",2020-05-24,0.2934
2020,"IT1996A",2020-05-25,0.3067
2020,"IT1996A",2020-05-26,0.3197
2020,"IT1996A",2020-05-27,0.3605
2020,"IT1996A",2020-05-28,0.3036
2020,"IT1996A",2020-05-29,0.3444
2020,"IT1996A",2020-05-30,0.233
2020,"IT1996A",2020-05-31,0.2651
2020,"IT1996A",2020-06-01,0.2803
2020,"IT1996A",2020-06-02,0.3395
2020,"IT1996A",2020-06-03,0.4035
2020,"IT1996A",2020-06-04,0.2132
2020,"IT1996A",2020-06-05,0.1953
2020,"IT1996A",2020-06-06,0.3031
2020,"IT1996A",2020-06-07,0.2982
2020,"IT1996A",2020-06-08,0.2736
2020,"IT1996A",2020-06-09,0.2278
2020,"IT1996A",2020-06-10,0.2008
2020,"IT1996A",2020-06-11,0.2117
2020,"IT1996A",2020-06-12,0.8033
2020,"IT1996A",2020-06-13,0.3005
2020,"IT1996A",2020-06-14,0.1897
2020,"IT1996A",2020-06-15,0.3926
2020,"IT1996A",2020-06-16,0.2896
2020,"IT1996A",2020-06-17,0.2031
2020,"IT1996A",2020-06-18,0.254
2020,"IT1996A",2020-06-19,0.3097
2020,"IT1996A",2020-06-20,0.175
2020,"IT1996A",2020-06-21,0.1816
2020,"IT1996A",2020-06-22,0.3178
2020,"IT1996A",2020-06-23,0.3047
